Crop_Type,SOC,N_Content,P_Content,K_Content,pH,Fertilizer_Type,Fertilizer_Amount,Temperature,Rainfall,Humidity,Carbon_Footprint
Wheat,1.84,108.8,37.4,49.0,5.8,Ammonium Nitrate,214.7,37.1,592.5,66.9,898.9
Corn,1.12,19.2,20.9,51.6,6.15,Urea,274.4,20.5,561.1,52.7,931.6
Wheat,1.48,68.4,63.1,74.4,5.33,Ammonium Nitrate,149.5,30.4,1355.7,80.5,793.4
Soybeans,2.64,45.5,57.8,68.2,6.26,Organic,55.7,19.6,901.9,56.4,9.8
Corn,1.61,52.9,44.9,62.3,6.19,Organic,246.4,31.8,1540.3,70.2,469.2
Soybeans,1.96,109.4,36.3,78.8,6.61,Organic,98.2,34.0,848.9,49.1,192.5
Wheat,0.9,80.0,25.1,72.6,5.96,Urea,256.0,25.5,439.8,62.9,945.8
Vegetables,2.35,50.9,34.7,59.2,6.46,Ammonium Nitrate,312.5,25.0,567.1,80.0,1126.8
Corn,2.16,60.3,59.6,44.3,6.17,Urea,442.5,18.5,1208.6,53.6,1275.4
Rice,1.62,55.9,48.0,48.6,6.17,Urea,356.4,17.9,453.2,74.0,1965.4
Wheat,2.05,73.9,38.1,35.7,6.46,NPK_15-15-15,243.8,25.0,1045.3,52.0,476.4
Rice,2.34,79.3,48.9,67.8,6.43,Urea,236.6,31.1,725.1,54.2,1692.2
Soybeans,1.55,122.4,43.2,47.8,6.93,Organic,32.4,20.6,524.6,64.9,119.4
Soybeans,1.02,27.1,40.9,55.1,6.32,Organic,5.5,35.0,1335.3,76.7,290.2
Corn,3.64,74.1,49.7,62.4,6.16,Ammonium Nitrate,322.2,20.3,644.0,61.4,1012.0
Wheat,1.69,67.1,42.8,85.9,6.27,Urea,145.2,24.7,560.4,72.4,636.6
Wheat,2.12,98.7,47.9,83.6,5.9,Urea,191.8,24.7,822.4,78.7,682.9
Rice,3.01,83.9,37.4,63.9,6.15,Ammonium Nitrate,324.3,23.0,672.1,55.7,1854.1
Vegetables,5.0,89.8,31.2,90.3,7.82,None,0.0,12.9,1625.2,46.7,-120.8
Soybeans,1.2,83.6,26.8,24.8,5.76,NPK_15-15-15,76.2,20.3,1221.1,60.7,346.0
Wheat,2.56,51.7,25.0,102.5,6.2,NPK_15-15-15,112.3,24.5,643.3,80.3,239.7
Soybeans,1.63,105.3,10.9,78.8,6.13,None,0.0,23.0,683.6,55.2,156.2
Wheat,1.77,95.0,21.3,67.1,6.23,Organic,179.3,26.8,200.0,77.2,248.2
Vegetables,1.62,97.9,20.9,47.2,6.17,NPK_15-15-15,304.9,27.4,898.1,61.8,725.9
Wheat,1.3,106.6,27.4,56.2,6.6,Ammonium Nitrate,259.8,22.3,588.5,86.1,1045.4
Soybeans,2.17,85.4,58.4,77.2,5.2,Urea,25.0,18.5,880.8,90.0,191.5
Vegetables,1.02,112.0,32.6,77.6,7.13,Urea,213.5,31.6,200.0,77.4,896.5
Rice,2.96,84.4,38.6,78.4,6.84,NPK_15-15-15,320.9,16.5,840.6,45.2,1351.4
Soybeans,2.24,69.5,39.1,50.4,5.53,Organic,36.6,20.4,1444.5,36.2,113.1
Corn,2.54,74.8,58.8,46.4,4.81,Urea,386.9,19.1,868.9,65.7,1081.1
Rice,1.83,74.4,26.4,68.9,5.72,Ammonium Nitrate,429.3,27.4,578.9,75.9,2419.9
Rice,1.91,62.0,31.7,80.4,6.23,Urea,270.4,30.3,842.8,71.0,1723.1
Vegetables,2.43,115.8,33.4,65.1,8.21,None,0.0,22.6,827.5,56.3,189.2
Vegetables,1.27,82.4,52.0,94.6,6.78,Ammonium Nitrate,163.1,24.7,1617.1,47.2,827.8
Soybeans,1.91,77.4,55.2,65.7,5.13,Organic,52.4,25.7,733.5,76.2,188.9
Soybeans,1.51,84.7,42.1,65.0,5.92,Organic,21.2,32.9,428.8,87.3,278.7
Wheat,1.49,149.5,53.5,78.4,6.36,Organic,240.7,14.3,857.5,57.0,208.5
Vegetables,0.51,46.7,37.7,89.4,6.58,NPK_15-15-15,173.5,27.4,918.4,74.9,642.5
Wheat,3.27,53.9,32.4,38.0,5.48,NPK_15-15-15,176.1,25.5,1046.8,90.0,371.4
Rice,1.65,40.5,52.7,42.6,6.31,Ammonium Nitrate,186.1,21.6,1114.5,62.7,1682.8
Corn,3.13,69.2,42.3,58.7,5.9,Urea,292.5,25.2,1534.4,63.0,932.8
Soybeans,3.06,81.1,24.0,128.2,5.63,Organic,28.0,27.4,641.5,71.7,61.9
Soybeans,1.17,63.4,50.0,59.8,6.58,None,0.0,26.5,609.7,61.6,190.5
Rice,1.33,61.5,31.9,62.6,6.94,Urea,383.7,34.7,201.1,81.1,2106.1
Corn,4.25,78.6,30.0,77.4,6.99,Urea,405.0,24.2,1081.6,60.2,1012.4
Soybeans,3.6,62.4,48.4,84.5,6.8,None,0.0,23.6,539.4,64.6,-77.8
Corn,2.17,82.8,33.7,68.4,6.05,Urea,312.7,22.6,1162.1,47.7,1064.9
Soybeans,2.41,102.9,40.8,88.3,6.9,NPK_15-15-15,70.6,26.4,677.9,62.2,162.1
Vegetables,1.7,91.9,44.9,41.1,6.62,Organic,197.4,23.3,1454.1,52.9,401.5
Rice,2.55,97.0,23.3,49.7,6.49,Urea,211.2,23.6,348.3,69.2,1504.4
Corn,1.63,102.1,40.8,88.2,5.97,Urea,267.5,23.6,1208.0,45.0,969.9
Soybeans,0.57,82.1,55.2,65.2,6.05,NPK_15-15-15,31.0,22.8,1166.3,76.8,347.6
Soybeans,1.14,71.0,20.7,39.8,6.45,None,0.0,20.3,1034.3,54.5,247.5
Wheat,2.22,55.7,41.7,38.5,8.11,Urea,154.9,25.7,459.0,86.4,548.2
Vegetables,1.3,65.2,22.6,48.8,6.61,NPK_15-15-15,340.1,22.0,1035.9,81.4,751.2
Corn,2.15,61.9,50.3,65.0,5.97,NPK_15-15-15,234.5,26.7,894.4,71.4,587.3
Wheat,1.34,93.3,50.2,74.3,5.82,NPK_15-15-15,253.2,24.1,209.4,46.5,526.7
Soybeans,1.57,83.7,29.7,58.4,6.06,None,0.0,21.5,1395.4,57.5,269.7
Vegetables,2.88,92.4,68.1,72.7,7.92,Organic,123.8,31.6,729.0,54.2,211.1
Corn,2.4,46.0,51.6,56.3,6.12,Urea,369.8,23.0,1368.4,55.7,1225.0
Soybeans,2.19,110.8,45.6,89.5,7.03,None,0.0,26.7,826.3,83.9,193.1
Wheat,2.9,64.3,44.8,116.0,6.14,Urea,173.6,19.9,1193.8,63.2,463.9
Rice,2.58,47.5,49.8,57.1,6.58,Ammonium Nitrate,274.0,13.0,549.2,57.1,1729.3
Corn,3.36,64.0,20.1,74.6,6.95,Urea,279.7,20.6,925.1,56.0,823.1
Vegetables,1.83,137.1,37.9,73.0,6.0,None,0.0,12.4,900.4,58.6,227.4
Corn,1.86,65.3,40.7,67.8,5.95,NPK_15-15-15,378.9,22.3,736.7,71.4,749.0
Rice,1.16,66.9,29.0,78.1,7.56,Urea,414.5,31.1,545.8,45.5,2128.1
Rice,1.86,70.2,42.0,74.6,7.09,Urea,193.0,18.8,200.0,66.2,1502.4
Vegetables,2.97,71.3,53.5,55.6,6.95,None,0.0,12.5,554.0,70.1,95.7
Wheat,3.24,55.5,28.7,91.3,6.95,Ammonium Nitrate,131.9,31.3,1095.2,44.2,505.2
Soybeans,2.97,78.6,34.2,69.0,6.72,None,0.0,21.0,361.7,48.0,-41.3
Rice,0.76,101.9,22.7,57.3,7.81,None,0.0,23.4,434.2,64.4,1297.3
Wheat,3.07,82.9,8.2,113.9,6.43,NPK_15-15-15,147.7,27.6,347.8,82.3,228.0
Wheat,0.73,47.2,46.7,62.7,6.8,Urea,181.4,26.2,923.1,79.4,820.2
Soybeans,2.92,66.4,34.6,70.1,5.38,Organic,99.2,27.4,537.3,57.7,50.2
Vegetables,1.91,61.2,35.7,68.5,5.82,None,0.0,28.2,1277.1,81.9,291.5
Corn,2.76,76.3,20.2,62.4,5.56,Organic,204.1,14.4,1107.1,61.2,226.1
Wheat,1.13,108.3,32.2,74.0,7.29,NPK_15-15-15,275.4,16.1,920.0,61.1,593.6
Corn,3.14,71.3,51.4,48.1,4.61,Urea,239.3,29.6,956.4,66.1,849.6
Wheat,1.03,72.8,35.0,76.9,6.12,NPK_15-15-15,118.2,19.4,583.0,75.1,425.6
Rice,1.67,119.4,35.4,29.8,4.5,Organic,196.8,20.0,583.1,57.7,1270.8
Rice,1.4,96.9,38.1,39.0,5.82,Ammonium Nitrate,444.8,16.9,1098.9,60.2,2451.9
Rice,0.8,89.4,16.5,101.5,6.06,None,0.0,21.4,1169.7,50.0,1245.6
Wheat,2.28,124.0,44.4,39.9,7.37,NPK_15-15-15,267.8,21.7,1095.8,69.2,555.3
Rice,3.64,87.2,16.2,25.8,6.68,None,0.0,18.6,685.3,76.2,874.9
Soybeans,4.33,25.3,20.9,40.4,5.82,None,0.0,18.0,713.0,76.9,-104.5
Rice,2.28,95.8,19.3,99.8,7.15,Ammonium Nitrate,370.4,25.2,523.9,48.6,2107.6
Corn,3.09,35.2,32.4,29.2,6.41,Ammonium Nitrate,316.8,19.3,1118.9,60.4,1086.3
Soybeans,2.39,86.3,29.7,45.9,6.43,None,0.0,20.3,200.0,79.9,67.1
Rice,2.6,32.2,35.0,35.8,5.56,NPK_15-15-15,407.9,12.1,200.0,67.8,1389.0
Rice,1.93,63.3,21.4,59.5,5.71,Urea,322.9,33.6,200.0,65.4,1955.3
Wheat,2.36,65.9,50.1,56.3,5.82,Urea,202.7,28.4,200.0,65.1,626.4
Rice,2.63,55.7,47.5,55.4,6.43,Ammonium Nitrate,403.7,20.9,1325.0,71.5,2238.8
Corn,1.74,66.3,32.4,102.1,6.45,Urea,224.3,18.8,1125.4,68.4,836.3
Rice,2.14,100.8,27.8,41.0,7.48,Organic,440.2,23.6,430.5,58.1,1098.6
Vegetables,2.15,57.2,26.3,63.0,6.67,Urea,182.9,23.4,812.9,75.6,709.6
Wheat,2.86,88.6,30.3,71.8,4.5,Urea,251.5,16.9,1363.0,50.6,725.7
Wheat,1.35,50.9,14.0,45.4,6.58,NPK_15-15-15,213.0,10.2,1025.1,80.9,504.9
Wheat,2.16,70.3,20.6,74.7,5.38,NPK_15-15-15,207.6,20.8,1590.0,54.2,422.4
Corn,3.73,83.1,47.9,57.0,5.72,Urea,383.7,15.4,810.0,71.6,1017.0
Rice,3.13,50.1,39.5,72.5,5.83,NPK_15-15-15,406.3,24.4,620.7,63.0,1407.6
Soybeans,3.28,42.2,59.5,62.8,5.94,None,0.0,24.4,471.6,59.3,-99.3
Corn,2.22,87.3,30.5,24.0,5.44,Ammonium Nitrate,194.7,18.4,858.3,81.3,859.3
Rice,2.46,103.1,29.6,91.1,6.54,Urea,372.0,20.7,1177.6,73.9,1970.3
Rice,3.0,73.0,28.9,106.4,5.41,Urea,244.8,32.7,884.7,64.3,1630.4
Rice,3.45,63.6,30.2,61.5,6.65,Urea,440.7,27.5,724.6,85.9,2006.9
Vegetables,0.64,78.9,25.1,47.0,7.97,NPK_15-15-15,113.8,21.1,1289.8,76.8,592.7
Corn,1.15,76.4,39.1,95.1,5.47,Organic,344.4,35.4,1035.1,55.3,511.1
Wheat,3.25,81.1,35.4,102.8,6.2,Urea,266.7,17.3,810.3,37.9,612.6
Corn,1.98,11.8,27.4,61.6,4.63,Urea,396.7,19.3,581.7,66.3,1262.1
Vegetables,1.66,48.3,53.8,60.6,6.19,NPK_15-15-15,144.3,22.9,760.9,81.6,461.1
Corn,1.2,53.9,63.4,63.4,6.85,NPK_15-15-15,302.7,15.5,1015.5,72.3,700.0
Rice,1.76,78.8,52.5,31.5,6.9,Ammonium Nitrate,410.9,32.8,576.9,83.9,2432.9
Soybeans,1.08,79.6,43.4,59.2,6.45,NPK_15-15-15,36.6,24.5,418.2,57.8,285.0
Soybeans,3.87,90.9,46.4,99.3,7.02,None,0.0,19.4,681.9,63.6,-91.5
Rice,2.18,81.4,62.8,61.6,8.18,Ammonium Nitrate,317.6,25.8,832.8,63.9,2040.1
Rice,2.15,42.5,46.4,44.2,7.6,Urea,274.8,24.3,1327.2,67.9,1755.0
Rice,2.67,111.2,26.2,74.9,6.03,Ammonium Nitrate,227.5,21.9,444.0,74.2,1655.1
Rice,2.97,106.8,40.9,51.7,5.38,Urea,330.1,17.2,929.4,84.6,1825.1
Corn,2.96,43.5,44.4,63.7,6.12,Urea,329.4,16.0,752.8,87.1,1015.2
Wheat,3.06,83.3,20.1,39.6,5.74,NPK_15-15-15,139.7,34.9,770.2,85.0,335.3
Rice,1.7,60.1,30.7,44.3,6.72,NPK_15-15-15,257.9,16.5,1388.8,73.0,1495.7
Rice,1.96,78.5,51.5,79.8,5.57,None,0.0,32.3,878.4,60.9,1183.2
Wheat,2.82,101.3,7.6,67.3,6.35,None,0.0,19.1,530.3,67.7,44.4
Vegetables,1.78,128.3,16.2,49.5,6.99,Organic,185.7,27.6,1161.1,72.9,422.1
Wheat,2.2,93.8,32.4,67.4,6.33,Organic,299.8,25.9,1135.3,66.6,258.1
Corn,2.52,82.4,40.3,52.9,5.74,Urea,345.9,27.0,499.6,54.0,1042.9
Corn,2.83,66.5,14.6,49.3,7.22,Urea,191.8,27.3,432.5,59.5,614.0
Vegetables,0.78,79.6,33.1,88.3,5.08,NPK_15-15-15,252.3,15.1,993.7,75.4,627.5
Rice,2.77,109.0,52.3,80.7,6.17,Urea,179.7,20.0,838.5,62.0,1409.9
Corn,2.01,73.9,36.0,64.6,6.37,NPK_15-15-15,293.1,16.4,685.3,65.3,606.1
Wheat,2.77,52.8,49.1,67.9,6.41,Ammonium Nitrate,230.0,24.5,1219.7,64.1,816.3
Wheat,2.82,34.5,26.1,64.8,6.53,Ammonium Nitrate,135.7,16.6,642.7,54.3,481.6
Wheat,3.49,87.8,22.9,74.7,6.83,Ammonium Nitrate,164.4,13.2,997.5,62.9,508.2
Rice,3.28,81.2,47.7,49.0,6.38,NPK_15-15-15,208.0,22.3,1261.1,59.5,1218.5
Corn,3.28,58.9,40.5,82.3,6.14,Urea,298.9,12.0,731.3,56.7,778.1
Vegetables,3.35,100.7,17.2,72.1,6.11,Organic,280.2,24.8,209.8,52.3,183.1
Rice,2.43,64.5,23.0,59.7,5.97,Urea,303.2,17.0,708.9,63.8,1796.6
Wheat,2.23,71.6,58.5,55.2,6.95,Urea,254.1,19.1,916.2,72.4,778.2
Soybeans,2.9,74.6,21.1,81.8,5.95,NPK_15-15-15,81.9,11.6,1201.1,78.4,72.1
Wheat,2.79,66.2,49.0,62.0,6.99,Organic,298.3,32.1,667.6,48.3,181.0
Rice,1.95,80.9,27.8,51.0,6.41,NPK_15-15-15,216.5,15.9,1453.1,84.3,1343.5
Rice,2.52,103.8,35.0,57.3,6.04,Urea,176.7,21.6,395.4,68.5,1390.0
Wheat,2.17,46.4,39.4,80.4,6.83,Urea,109.9,14.2,907.5,51.5,427.6
Vegetables,1.52,87.2,5.0,32.8,5.89,NPK_15-15-15,233.3,19.2,766.3,60.2,521.3
Vegetables,3.23,79.3,13.1,57.9,6.85,Organic,215.8,32.6,1321.5,42.5,175.2
Corn,2.24,78.8,36.3,86.4,6.55,Ammonium Nitrate,288.4,25.0,334.2,45.5,1103.7
Corn,3.84,96.8,24.1,61.6,5.98,NPK_15-15-15,430.1,19.7,999.0,85.7,626.7
Vegetables,0.9,76.2,49.9,70.5,6.77,NPK_15-15-15,120.7,23.3,764.5,56.6,523.7
Soybeans,1.75,87.0,10.9,86.7,6.78,NPK_15-15-15,72.1,20.6,1385.2,71.4,332.9
Vegetables,2.23,92.9,43.5,82.8,7.21,NPK_15-15-15,296.3,23.0,560.0,63.7,532.2
Corn,3.11,62.4,14.4,56.2,7.08,Ammonium Nitrate,367.5,27.4,995.4,65.2,1288.9
Wheat,2.52,82.5,29.7,62.4,6.74,NPK_15-15-15,251.3,21.8,556.6,69.4,466.1
Soybeans,2.45,68.7,19.0,83.1,5.61,Organic,0.4,24.6,915.8,40.0,34.3
Wheat,1.3,71.7,63.5,83.8,8.11,Ammonium Nitrate,219.1,24.7,720.7,80.8,963.9
Rice,1.27,66.9,14.9,63.2,5.42,None,0.0,21.8,715.2,63.8,1216.6
Corn,2.46,86.8,33.2,63.9,7.06,Ammonium Nitrate,335.4,19.7,200.0,58.9,1136.3
Wheat,1.11,77.0,9.1,70.4,6.7,Ammonium Nitrate,120.7,20.8,995.1,70.6,673.0
Rice,1.77,84.9,59.0,92.3,5.58,Urea,190.3,27.1,471.2,56.3,1554.7
Wheat,2.6,74.6,41.0,86.4,6.31,Urea,165.9,27.6,459.2,67.5,487.9
Vegetables,1.41,34.9,37.1,78.9,6.34,NPK_15-15-15,316.7,17.6,305.7,63.0,649.4
Rice,3.48,75.8,57.1,43.4,7.31,NPK_15-15-15,238.4,22.1,480.4,73.5,1232.6
Soybeans,3.18,76.6,37.2,59.5,5.9,Urea,40.3,19.6,1025.2,62.4,110.1
Corn,0.94,81.1,38.3,60.6,6.22,Urea,280.2,27.7,1007.9,52.6,1107.2
Wheat,1.45,60.2,37.0,93.4,4.76,Ammonium Nitrate,106.1,21.0,1082.3,69.3,606.7
Vegetables,0.5,45.1,43.5,60.2,7.61,NPK_15-15-15,239.7,34.9,490.6,61.8,712.6
Corn,1.57,90.6,27.6,90.1,5.65,Urea,360.2,24.6,925.2,43.1,1151.4
Corn,2.81,68.2,31.8,53.6,6.63,Urea,221.5,29.6,634.6,67.4,767.0
Rice,1.87,79.3,47.2,55.2,6.33,Urea,180.5,18.2,1184.2,58.6,1503.2
Corn,2.57,68.0,39.2,74.6,6.33,Urea,203.5,23.6,999.1,69.1,710.8
Soybeans,0.98,74.8,33.3,96.4,6.97,Organic,71.1,26.7,620.2,54.7,204.5
Vegetables,2.84,63.8,14.0,60.8,7.57,NPK_15-15-15,100.9,18.1,1214.2,50.5,283.0
Rice,1.76,50.8,57.5,13.7,6.58,Ammonium Nitrate,357.6,23.6,1027.6,79.2,2186.9
Rice,2.21,86.8,25.1,33.7,6.86,Urea,239.1,29.0,364.5,75.1,1657.6
Rice,2.13,59.9,49.8,71.0,6.63,Ammonium Nitrate,180.4,21.8,265.0,64.9,1551.4
Soybeans,1.18,79.1,37.6,35.5,7.11,Organic,73.3,19.1,378.3,70.3,172.5
Corn,1.28,85.3,15.6,47.7,6.08,Ammonium Nitrate,268.7,32.9,1427.2,74.7,1267.9
Wheat,2.97,60.3,53.8,65.2,7.15,NPK_15-15-15,289.4,17.4,494.6,64.9,375.1
Wheat,2.52,44.9,38.8,16.0,7.18,Urea,152.5,24.3,1506.6,50.5,625.9
Wheat,3.04,135.7,55.0,57.4,7.16,NPK_15-15-15,241.7,19.8,476.4,68.6,373.7
Corn,2.46,61.8,32.3,41.7,5.94,Ammonium Nitrate,429.3,18.6,439.1,77.0,1482.6
Soybeans,2.31,90.6,45.6,35.0,6.28,NPK_15-15-15,47.7,27.4,1158.0,72.1,238.3
Corn,0.82,123.5,8.6,49.0,6.57,Urea,194.2,22.4,1173.9,65.7,950.3
Corn,1.98,94.7,27.5,43.6,5.44,Urea,312.8,25.6,1044.5,71.8,1083.3
Vegetables,2.18,67.5,15.9,74.4,7.52,NPK_15-15-15,100.9,11.8,1086.6,62.3,438.5
Soybeans,3.76,73.3,29.4,88.9,6.39,Organic,49.0,26.1,569.4,77.5,-9.0
Corn,2.75,54.2,42.1,57.7,6.6,Urea,184.1,19.8,1141.6,81.2,630.7
Corn,3.43,97.0,25.9,53.1,6.0,Urea,342.1,13.7,934.0,49.4,888.7
Corn,2.68,89.2,48.0,56.7,5.47,Ammonium Nitrate,354.7,33.3,722.2,78.4,1260.3
Rice,1.63,62.1,22.2,42.8,5.98,Urea,423.4,26.6,883.1,90.0,2116.1
Corn,2.29,48.9,48.3,39.2,6.55,Urea,387.4,24.7,1221.2,71.3,1300.6
Corn,2.39,42.0,54.6,32.1,6.87,Urea,307.1,30.0,987.1,76.8,1059.4
Wheat,1.45,99.7,50.2,38.4,6.51,Ammonium Nitrate,254.1,24.8,200.0,57.2,910.9
Soybeans,1.89,78.0,29.8,97.6,6.64,Organic,39.9,19.3,1161.9,59.0,145.5
Wheat,2.04,80.4,5.0,51.2,6.16,Urea,294.6,22.6,1135.1,62.5,884.8
Wheat,3.48,54.4,43.7,10.0,6.75,Urea,125.9,20.0,717.3,60.2,398.6
Corn,0.54,38.4,33.1,53.3,7.44,Urea,268.3,20.9,890.9,49.3,981.6
Vegetables,3.16,99.1,20.3,33.2,6.89,Ammonium Nitrate,277.0,17.0,889.5,62.9,897.8
Soybeans,1.45,76.1,26.7,66.2,6.97,Organic,31.7,18.5,200.0,75.0,131.6
Soybeans,1.1,97.7,56.5,64.0,6.61,None,0.0,28.2,709.4,49.4,198.7
Soybeans,3.14,65.4,17.9,66.1,5.35,Organic,70.3,25.2,723.0,67.1,38.3
Vegetables,2.79,69.1,42.0,64.2,5.67,NPK_15-15-15,237.9,20.9,794.4,66.8,462.8
Wheat,3.2,92.8,38.3,57.5,6.72,Urea,254.2,18.2,666.0,61.4,615.0
Corn,2.84,93.3,29.6,35.9,6.39,Organic,213.0,21.4,1082.0,71.0,265.2
Wheat,3.85,94.9,44.7,63.5,6.71,NPK_15-15-15,206.9,14.7,566.8,69.8,164.6
Soybeans,2.65,67.6,59.5,85.4,7.57,NPK_15-15-15,92.1,24.2,1168.5,60.5,157.6
Soybeans,2.07,90.4,30.6,101.3,6.91,Urea,27.4,28.4,1065.5,77.7,250.4
Wheat,2.47,102.7,31.4,60.2,7.28,NPK_15-15-15,196.2,35.8,1326.1,71.7,487.8
Corn,3.19,72.4,44.3,62.4,6.47,Ammonium Nitrate,382.4,17.8,1456.8,83.9,1261.3
Rice,1.58,62.2,48.8,75.0,5.83,Urea,214.6,28.2,1459.2,64.2,1678.8
Vegetables,1.68,108.6,33.1,94.9,6.36,None,0.0,19.8,435.0,61.1,250.3
Wheat,1.95,58.6,30.4,55.3,5.84,Urea,207.8,17.6,970.5,62.5,664.5
Wheat,0.52,90.7,5.0,78.9,7.49,Urea,270.3,17.6,598.8,79.1,982.7
Rice,2.31,73.5,23.3,48.5,6.95,None,0.0,24.2,1998.1,63.2,1059.4
Rice,0.69,29.0,17.9,71.6,6.76,Urea,330.2,18.7,1064.9,63.9,2035.0
Vegetables,2.24,103.2,45.3,84.4,7.27,Organic,305.8,20.3,1345.7,88.5,337.5
Wheat,2.89,10.0,31.3,39.2,4.99,Ammonium Nitrate,145.1,21.2,1002.4,48.9,623.9
Soybeans,1.82,25.4,30.8,54.5,6.81,Organic,75.1,19.7,200.0,69.3,124.7
Wheat,3.54,88.2,34.9,84.1,5.48,None,0.0,19.3,575.8,64.3,37.4
Wheat,1.03,88.2,21.9,77.3,6.39,Ammonium Nitrate,139.0,10.9,610.0,62.0,630.8
Corn,3.15,59.1,58.3,85.7,6.18,Urea,434.8,24.0,713.5,53.6,1139.7
Soybeans,2.74,78.7,54.5,82.0,6.86,Organic,71.7,23.9,975.8,57.0,89.2
Rice,0.83,11.7,59.3,58.2,6.56,NPK_15-15-15,417.3,19.4,1025.5,60.1,1662.7
Rice,4.37,92.7,45.3,109.0,7.34,Urea,282.5,25.4,200.0,70.9,1462.6
Wheat,2.15,81.2,34.6,67.7,5.98,Organic,217.1,30.8,767.1,75.2,329.8
Vegetables,1.5,73.9,59.2,10.0,6.9,Urea,148.6,23.6,679.9,43.7,636.3
Corn,1.07,75.5,24.8,59.4,6.51,Urea,448.3,30.4,1333.4,50.6,1506.7
Soybeans,2.02,87.3,21.9,55.6,5.26,NPK_15-15-15,87.0,35.1,1057.3,71.6,295.0
Rice,2.1,74.3,26.0,80.9,5.76,Urea,204.5,36.7,785.9,72.6,1670.0
Rice,2.28,28.1,42.8,56.0,6.3,NPK_15-15-15,419.7,17.3,928.3,47.4,1472.9
Corn,1.96,129.9,23.6,87.0,7.18,Urea,242.1,17.3,259.5,75.5,887.6
Rice,2.71,105.0,32.7,76.2,6.72,Ammonium Nitrate,165.8,21.2,1081.5,64.8,1511.1
Wheat,1.89,42.9,11.0,45.0,5.58,Organic,172.4,24.2,711.6,74.0,312.1
Corn,0.65,66.4,42.2,62.2,6.3,Urea,208.4,31.8,567.4,54.8,981.4
Wheat,2.08,69.1,12.2,49.5,7.81,Urea,193.6,26.8,1310.0,48.3,670.0
Vegetables,0.5,102.0,21.0,68.7,6.48,Ammonium Nitrate,257.6,17.2,945.8,61.3,1237.8
Corn,2.48,21.0,53.3,49.4,6.17,NPK_15-15-15,188.6,20.3,617.1,61.8,428.3
Soybeans,1.42,62.5,52.7,66.5,6.74,Organic,81.6,23.3,638.5,61.2,246.3
Rice,2.33,31.0,40.6,59.6,6.93,Urea,437.9,15.8,978.1,60.3,2007.8
Wheat,3.25,67.9,39.1,62.0,6.08,Urea,164.6,23.6,950.9,85.3,506.6
Rice,1.44,63.2,27.0,106.0,6.75,Urea,448.9,17.3,860.3,44.6,2170.3
Corn,3.05,77.0,23.4,57.8,6.17,Urea,284.7,14.9,428.8,54.9,770.2
Corn,1.85,59.9,29.6,26.3,6.9,NPK_15-15-15,431.1,18.6,480.6,60.0,786.8
Corn,3.6,56.2,12.3,85.3,6.52,Organic,330.7,25.6,588.1,65.3,216.5
Corn,1.91,90.5,38.8,85.2,6.74,Ammonium Nitrate,274.3,25.6,781.3,73.5,1152.5
Wheat,1.53,86.4,35.7,25.4,5.87,Ammonium Nitrate,160.5,24.0,835.5,75.4,762.3
Vegetables,2.75,88.8,21.0,51.0,5.83,Organic,176.8,28.7,794.0,77.9,252.5
Soybeans,1.85,70.6,58.5,73.7,7.06,None,0.0,28.1,810.0,70.8,188.1
Wheat,1.53,60.7,44.1,75.5,6.34,Urea,214.4,24.6,1508.4,44.2,798.3
Corn,1.82,72.0,45.4,64.9,6.6,Ammonium Nitrate,251.2,23.8,1147.2,45.0,1079.3
Rice,2.16,87.5,27.7,65.4,6.19,Urea,194.6,24.2,1265.9,78.8,1609.0
Rice,3.27,20.6,35.0,46.2,7.03,None,0.0,22.7,1012.5,78.0,966.8
Corn,0.65,84.9,44.4,17.0,5.97,Organic,212.2,12.2,875.3,72.6,502.3
Wheat,2.22,82.7,37.3,106.0,6.31,Ammonium Nitrate,193.0,29.4,993.5,55.2,785.8
Wheat,2.7,76.6,59.0,45.6,6.95,Ammonium Nitrate,159.8,25.6,929.0,61.1,620.2
Rice,2.35,71.3,31.9,68.5,7.22,Organic,422.5,17.2,1132.8,60.2,1121.1
Rice,3.25,10.8,27.4,61.8,6.03,Urea,345.0,30.9,508.7,52.7,1778.2
Soybeans,2.14,64.0,44.5,82.9,7.77,Ammonium Nitrate,59.7,20.4,1103.7,68.1,241.2
Soybeans,2.05,119.7,16.0,67.3,6.62,None,0.0,22.9,908.5,90.0,165.2
Rice,2.67,75.3,48.9,68.1,5.67,Ammonium Nitrate,290.7,28.8,217.5,59.1,1847.2
Vegetables,2.28,67.3,15.5,12.3,6.66,None,0.0,24.6,880.0,80.6,235.5
Vegetables,1.89,75.4,44.6,48.3,6.13,Organic,162.3,30.4,392.8,54.4,273.4
Rice,2.61,83.9,25.3,79.9,6.7,Urea,378.0,21.7,662.8,46.6,1838.8
Rice,1.68,91.5,42.1,78.1,6.37,Urea,169.2,32.3,794.3,76.8,1568.5
Wheat,1.71,69.3,48.6,46.0,6.45,NPK_15-15-15,108.6,19.5,322.5,62.4,269.7
Vegetables,1.78,85.6,37.3,33.4,5.76,NPK_15-15-15,179.7,30.4,831.2,80.3,547.0
Vegetables,3.28,116.9,17.0,67.5,7.09,Organic,311.8,11.7,874.0,82.7,194.8
Corn,0.5,100.2,21.5,10.0,5.59,None,0.0,17.8,1114.3,61.7,519.8
