Crop_Type,Soil_Organic_Carbon,N_Content,P_Content,K_Content,pH,Fertilizer_Type,Fertilizer_Amount,Temperature,Rainfall,Humidity,Carbon_Footprint,Sustainability_Level,Carbon_Credits
Wheat,3.12,130.4,51.3,72.0,6.57,Ammonium Nitrate,286.7,14.6,805.7,75.8,1237.5,Low,0.0
Vegetables,3.31,41.3,40.7,69.0,6.74,NPK_15-15-15,257.2,29.4,1121.2,47.3,707.8,Medium,0.292
Corn,1.96,67.0,5.0,107.2,5.7,Urea,393.3,13.1,950.2,90.0,2118.2,Low,0.0
Vegetables,0.5,74.2,39.5,52.5,7.54,NPK_15-15-15,278.8,21.3,1481.6,79.3,701.0,Medium,0.299
Corn,1.91,122.8,28.9,93.8,7.79,Organic,223.9,29.8,815.5,65.0,297.7,High,0.702
Vegetables,2.15,41.9,43.1,72.0,6.68,NPK_15-15-15,348.9,21.6,1320.1,55.1,808.0,Medium,0.192
Rice,1.39,124.6,49.2,51.8,7.51,Urea,366.2,19.9,1155.9,62.9,3212.8,Low,0.0
Corn,1.79,93.9,37.9,81.0,6.0,Ammonium Nitrate,384.9,28.1,1107.4,66.0,2601.5,Low,0.0
Wheat,3.42,85.4,60.0,76.3,5.84,Urea,143.0,19.1,200.0,70.3,621.8,Medium,0.378
Rice,2.73,50.4,32.3,65.7,6.43,NPK_15-15-15,205.9,17.1,1175.2,83.0,1630.4,Low,0.0
Rice,1.46,89.3,44.4,70.3,6.7,NPK_15-15-15,297.8,24.9,805.4,59.3,1710.0,Low,0.0
Rice,0.92,56.9,47.1,53.1,6.12,Urea,240.1,22.5,694.6,71.8,2341.0,Low,0.0
Soybeans,1.94,106.7,33.5,48.5,6.78,None,0.0,17.0,331.0,49.5,-148.3,High,1.148
Wheat,2.03,50.7,46.7,80.2,6.61,Ammonium Nitrate,212.3,26.8,848.0,60.0,1107.1,Medium,0.0
Rice,2.6,72.2,26.1,60.5,5.7,Organic,346.2,25.9,861.7,69.5,1335.1,Low,0.0
Wheat,1.77,61.1,28.7,63.4,6.76,None,0.0,21.6,393.9,73.3,80.9,High,0.919
Soybeans,2.61,50.3,15.3,70.6,7.0,NPK_15-15-15,101.6,22.0,334.4,56.0,71.7,High,0.928
Rice,3.75,93.5,38.6,70.3,6.52,Urea,393.1,25.9,1020.3,59.7,3655.5,Low,0.0
Rice,2.85,88.4,39.9,36.4,7.21,NPK_15-15-15,231.4,29.7,1155.1,82.5,1886.1,Low,0.0
Corn,2.16,105.2,52.7,90.7,5.55,Urea,397.8,22.0,916.6,78.9,2634.1,Low,0.0
Corn,2.05,30.5,46.9,67.4,6.73,Urea,406.7,26.9,1252.8,67.5,3397.5,Low,0.0
Wheat,1.91,101.6,30.7,60.9,5.58,Urea,282.9,26.4,819.8,38.2,1501.2,Low,0.0
Corn,3.14,137.6,17.3,73.6,5.62,Urea,352.7,28.1,831.0,90.0,2992.2,Low,0.0
Wheat,1.7,63.7,41.5,69.7,5.96,Urea,153.9,23.7,529.0,64.8,817.4,Medium,0.183
Soybeans,2.24,122.4,51.7,80.3,5.74,Organic,58.4,18.8,303.9,61.2,-110.2,High,1.11
Corn,2.24,68.4,46.3,75.8,6.02,Urea,446.6,21.1,1499.1,58.7,2994.5,Low,0.0
Wheat,1.8,40.7,51.3,79.4,6.25,Urea,254.7,25.3,1246.0,69.5,1987.5,Low,0.0
Rice,1.1,67.4,31.8,92.0,6.99,Ammonium Nitrate,307.2,33.0,362.6,69.6,2432.1,Low,0.0
Vegetables,2.46,101.2,28.0,82.7,6.18,Ammonium Nitrate,251.8,21.0,904.5,76.4,1393.4,Low,0.0
Wheat,2.15,54.0,23.9,61.8,5.29,Ammonium Nitrate,132.8,27.7,815.0,53.9,822.7,Medium,0.177
Soybeans,2.6,60.0,34.2,42.5,7.2,NPK_15-15-15,8.0,21.8,754.1,61.3,-71.2,High,1.071
Wheat,1.77,89.8,33.8,98.4,5.81,Urea,102.8,24.1,706.8,89.4,728.9,Medium,0.271
Corn,3.18,75.1,38.1,60.2,6.36,Urea,383.9,31.4,983.4,67.7,3490.4,Low,0.0
Wheat,1.5,89.6,33.1,55.5,6.71,Urea,168.5,27.5,1136.4,62.9,1180.9,Medium,0.0
Vegetables,3.57,80.9,33.0,30.3,6.54,Ammonium Nitrate,243.9,17.0,990.8,53.7,1078.8,Medium,0.0
Wheat,0.8,87.0,23.3,71.8,7.17,Urea,235.3,20.5,807.8,71.1,1026.7,Medium,0.0
Soybeans,2.55,64.2,49.1,68.0,6.74,None,0.0,30.0,795.0,77.4,-54.1,High,1.054
Vegetables,2.58,80.8,36.1,34.7,5.8,NPK_15-15-15,169.0,24.2,1177.9,75.5,610.0,Medium,0.39
Corn,1.56,51.8,32.4,74.1,7.92,Ammonium Nitrate,255.6,17.5,1012.2,61.9,1298.9,Low,0.0
Corn,2.54,107.2,23.8,55.0,6.54,Organic,409.9,19.2,875.4,69.3,296.9,High,0.703
Wheat,3.22,59.1,15.0,118.8,6.3,Ammonium Nitrate,293.1,27.2,837.4,85.1,1929.2,Low,0.0
Rice,0.5,103.2,54.6,53.6,7.07,Ammonium Nitrate,248.6,28.7,970.8,77.9,2758.7,Low,0.0
Soybeans,2.6,69.2,43.3,56.3,6.57,Ammonium Nitrate,65.2,23.6,686.1,55.6,216.0,High,0.784
Vegetables,0.5,80.0,10.6,47.5,6.68,Organic,316.7,36.4,1137.5,34.4,-69.4,High,1.069
Rice,1.43,62.6,46.4,90.6,8.14,Ammonium Nitrate,268.0,27.8,473.4,68.6,2371.1,Low,0.0
Corn,3.5,49.6,48.8,57.5,6.21,Ammonium Nitrate,408.6,22.2,706.0,74.6,2036.3,Low,0.0
Soybeans,1.73,31.4,36.9,50.5,6.18,Organic,57.2,19.3,1063.9,51.9,-147.0,High,1.147
Rice,1.26,48.6,59.0,79.1,6.48,NPK_15-15-15,413.0,18.4,453.5,64.9,1709.1,Low,0.0
Soybeans,2.04,66.9,38.3,37.4,7.15,None,0.0,25.2,299.4,61.8,-76.3,High,1.076
Rice,3.85,80.3,13.7,77.5,5.35,Urea,187.3,21.0,872.1,66.3,2093.9,Low,0.0
Wheat,0.73,100.3,40.5,100.6,5.02,NPK_15-15-15,266.8,32.2,256.2,58.5,474.0,Medium,0.526
Corn,1.36,63.9,38.7,76.3,5.99,Urea,355.3,31.1,395.4,80.5,2024.3,Low,0.0
Wheat,3.4,53.0,26.0,77.8,5.26,Organic,282.3,26.8,1114.8,66.8,309.6,High,0.69
Wheat,3.69,38.9,43.6,82.4,6.1,NPK_15-15-15,141.9,17.4,778.3,54.5,368.4,High,0.632
Wheat,2.12,87.0,10.0,99.2,6.75,NPK_15-15-15,120.2,20.0,1299.9,76.0,390.2,High,0.61
Corn,1.21,109.6,49.9,89.2,5.78,NPK_15-15-15,224.7,30.0,428.3,49.8,458.8,Medium,0.541
Soybeans,3.88,106.7,21.8,73.8,5.4,Organic,73.2,20.6,817.1,80.4,124.6,High,0.875
Vegetables,3.48,92.7,20.2,83.1,6.45,Organic,237.9,29.3,989.9,76.9,317.5,High,0.682
Corn,2.74,91.0,33.3,47.3,7.0,Urea,391.8,26.0,440.3,81.7,2059.5,Low,0.0
Corn,1.55,117.4,41.5,80.5,5.21,Urea,276.1,23.8,1211.1,63.1,2055.2,Low,0.0
Corn,2.16,83.3,37.5,44.9,6.97,None,0.0,19.8,1028.7,59.0,151.3,High,0.849
Wheat,2.07,91.2,23.9,57.7,6.97,Ammonium Nitrate,242.1,23.0,286.7,66.0,851.5,Medium,0.148
Wheat,2.46,67.0,27.4,10.0,7.07,Ammonium Nitrate,254.0,24.5,836.8,64.0,1292.7,Low,0.0
Wheat,3.36,40.9,18.0,73.0,7.25,NPK_15-15-15,231.4,28.9,985.1,57.2,614.4,Medium,0.386
Corn,2.9,57.9,31.6,52.1,7.94,None,0.0,18.9,643.5,58.4,343.8,High,0.656
Rice,1.34,74.8,51.1,87.2,6.15,Ammonium Nitrate,361.9,22.1,332.0,60.6,2313.3,Low,0.0
Wheat,3.3,76.5,34.9,72.8,6.48,NPK_15-15-15,175.2,23.7,947.5,51.0,478.9,Medium,0.521
Wheat,2.45,123.2,47.9,87.5,6.11,Ammonium Nitrate,293.8,26.9,1623.9,73.1,2536.6,Low,0.0
Vegetables,2.75,77.0,56.8,43.3,6.4,Urea,183.8,18.8,714.6,64.4,970.2,Medium,0.03
Corn,3.37,104.5,26.2,85.8,7.47,Urea,180.4,16.7,1399.2,61.3,1282.1,Low,0.0
Wheat,1.31,64.1,32.2,107.1,5.46,NPK_15-15-15,157.2,27.0,586.7,51.7,251.2,High,0.749
Rice,2.17,67.2,67.6,80.3,5.8,Urea,396.1,15.6,925.4,51.1,2739.4,Low,0.0
Rice,1.77,41.8,56.7,80.8,7.36,Urea,347.3,30.2,1120.0,88.2,4774.6,Low,0.0
Soybeans,0.95,56.4,9.9,68.4,7.11,None,0.0,22.7,847.1,57.5,-521.4,High,1.521
Wheat,2.48,88.2,40.8,54.5,6.15,NPK_15-15-15,256.4,15.5,745.8,72.3,426.9,Medium,0.573
Vegetables,4.21,75.2,35.0,80.2,7.0,Urea,120.0,21.0,1104.1,67.0,909.7,Medium,0.09
Corn,0.73,98.6,47.4,34.9,6.64,Urea,190.8,25.5,1512.0,31.7,931.6,Medium,0.068
Corn,2.17,79.5,23.8,56.6,7.45,Ammonium Nitrate,298.4,20.7,955.2,86.5,1773.9,Low,0.0
Soybeans,2.71,66.2,22.4,29.6,6.45,Organic,35.9,23.6,669.4,73.2,-38.0,High,1.038
Wheat,2.3,128.7,24.9,50.9,7.12,Ammonium Nitrate,166.9,27.3,783.6,55.8,880.8,Medium,0.119
Rice,2.11,72.7,26.4,77.8,8.25,Urea,344.8,22.4,1731.9,64.7,3864.8,Low,0.0
Corn,1.16,104.1,47.2,75.1,6.82,Ammonium Nitrate,428.8,18.6,897.2,51.2,1681.7,Low,0.0
Corn,2.39,65.0,17.3,66.0,6.43,NPK_15-15-15,391.3,21.9,642.0,86.9,845.7,Medium,0.154
Vegetables,1.59,92.7,25.7,68.4,6.91,NPK_15-15-15,114.2,30.9,449.2,54.1,241.5,High,0.758
Corn,0.5,98.2,8.2,27.3,6.14,Urea,423.8,32.3,210.9,58.7,1906.1,Low,0.0
Rice,3.16,80.2,50.1,57.5,8.07,Urea,256.7,13.0,977.3,56.2,2164.9,Low,0.0
Corn,2.97,16.1,54.1,51.4,6.53,Urea,238.5,29.2,1079.1,66.0,2103.8,Low,0.0
Rice,2.24,75.5,30.1,51.8,6.21,NPK_15-15-15,228.6,24.8,711.2,81.4,1639.9,Low,0.0
Corn,2.38,105.8,30.5,77.0,5.82,Urea,225.5,28.3,844.8,86.5,2001.8,Low,0.0
Wheat,3.06,88.2,41.8,47.8,7.17,NPK_15-15-15,245.7,20.6,440.3,60.2,400.4,Medium,0.6
Corn,2.38,86.1,57.1,52.9,7.01,Urea,415.4,14.3,896.5,69.5,2000.7,Low,0.0
Soybeans,2.92,31.9,41.1,23.3,6.05,NPK_15-15-15,83.0,26.5,1018.5,66.0,214.6,High,0.785
Corn,1.96,57.0,24.5,59.1,6.8,Ammonium Nitrate,470.6,18.6,662.7,53.2,1821.2,Low,0.0
Wheat,3.25,85.3,10.7,43.2,5.34,Urea,118.7,16.3,1441.7,90.0,939.6,Medium,0.06
Vegetables,2.46,85.3,18.3,66.6,6.53,NPK_15-15-15,130.7,16.6,557.0,81.4,327.6,High,0.672
Wheat,2.36,105.4,36.1,46.0,6.72,Urea,166.8,26.6,949.2,67.3,1201.7,Low,0.0
Wheat,1.18,71.4,25.2,67.1,7.6,Ammonium Nitrate,280.7,24.2,1146.9,84.0,1750.0,Low,0.0
Rice,2.43,85.1,37.9,62.1,5.86,Urea,441.5,27.6,822.9,79.5,4244.1,Low,0.0
Rice,1.53,75.4,26.7,98.4,5.51,NPK_15-15-15,414.4,27.0,784.0,66.0,2019.2,Low,0.0
Wheat,1.69,50.3,19.1,74.9,5.77,Organic,250.6,21.3,349.9,68.9,184.5,High,0.816
Vegetables,1.55,18.6,17.3,28.2,5.46,Organic,209.5,23.1,1325.1,83.1,213.6,High,0.786
Wheat,1.35,85.8,58.4,39.7,7.34,Ammonium Nitrate,286.5,20.8,790.5,53.6,1188.2,Medium,0.0
Wheat,3.9,79.3,48.3,66.1,7.48,Ammonium Nitrate,108.4,22.4,1038.1,85.1,871.4,Medium,0.129
Soybeans,3.27,59.5,61.0,46.4,6.62,None,0.0,18.5,1085.5,62.3,-16.0,High,1.016
Wheat,3.74,34.5,43.1,10.0,7.25,Ammonium Nitrate,263.0,25.5,630.1,83.3,1454.7,Low,0.0
Corn,1.22,90.7,28.6,92.0,6.49,Urea,366.4,29.1,780.9,64.9,2315.5,Low,0.0
Wheat,2.26,68.4,54.9,79.4,6.33,Urea,280.7,19.3,1317.1,69.1,1737.9,Low,0.0
Vegetables,1.17,88.9,34.5,75.4,6.17,Ammonium Nitrate,310.8,30.2,459.0,64.6,1400.7,Low,0.0
Corn,1.64,121.6,38.3,52.9,6.18,Urea,187.5,24.1,1594.8,58.6,1538.3,Low,0.0
Wheat,1.47,21.5,34.4,73.6,5.32,Urea,166.6,24.8,589.3,61.8,1001.1,Medium,0.0
Corn,3.19,57.5,5.0,50.9,6.58,Ammonium Nitrate,219.5,14.7,437.2,81.5,990.8,Medium,0.009
Wheat,1.88,69.8,59.1,69.1,6.37,Ammonium Nitrate,140.9,14.1,896.3,37.2,587.4,Medium,0.413
Corn,3.05,111.4,42.4,46.6,6.92,NPK_15-15-15,193.5,24.2,1622.9,50.1,677.8,Medium,0.322
Wheat,2.68,34.1,39.9,95.3,6.47,Ammonium Nitrate,226.3,27.6,200.0,56.3,886.8,Medium,0.113
Soybeans,4.04,123.4,34.1,33.6,6.29,None,0.0,20.0,800.6,52.1,21.2,High,0.979
Rice,1.02,78.4,37.5,89.6,5.79,NPK_15-15-15,418.6,32.2,1016.7,83.1,2605.7,Low,0.0
Wheat,3.21,72.6,26.0,65.8,6.45,Urea,268.2,27.3,861.8,80.1,2024.6,Low,0.0
Soybeans,3.12,70.0,44.2,55.2,6.92,None,0.0,18.8,983.7,72.1,18.6,High,0.981
Vegetables,1.42,64.1,15.4,68.3,5.6,Organic,177.9,23.7,598.7,57.3,219.7,High,0.78
Corn,3.01,101.2,37.8,79.7,6.46,Organic,300.8,36.4,640.1,81.0,302.8,High,0.697
Rice,2.47,48.3,43.4,92.3,6.56,Ammonium Nitrate,277.3,17.0,798.1,45.9,2052.7,Low,0.0
Corn,2.02,83.6,32.0,71.3,5.9,Urea,344.0,26.2,454.5,90.0,2042.9,Low,0.0
Vegetables,1.54,65.4,40.6,47.2,5.99,NPK_15-15-15,298.2,21.8,834.4,56.8,580.4,Medium,0.42
Vegetables,1.62,55.9,20.1,66.1,6.56,NPK_15-15-15,272.4,27.2,713.9,61.9,713.4,Medium,0.287
Wheat,3.84,139.6,20.5,101.3,5.61,Urea,293.9,30.1,685.5,59.8,1933.9,Low,0.0
Soybeans,2.2,85.5,38.6,92.0,6.64,Organic,23.7,21.5,962.2,52.1,-97.5,High,1.098
Wheat,2.83,90.3,45.2,83.2,5.77,NPK_15-15-15,134.7,29.3,212.8,88.1,370.4,High,0.63
Wheat,1.57,103.4,6.9,80.9,7.14,Urea,205.5,35.1,769.8,74.5,1658.3,Low,0.0
Corn,1.58,39.5,42.8,79.0,8.04,Ammonium Nitrate,236.7,23.8,1661.1,79.6,2002.7,Low,0.0
Soybeans,3.07,118.8,26.9,88.2,5.8,Organic,113.5,27.6,469.9,50.3,167.0,High,0.833
Corn,1.12,12.3,32.1,55.9,6.77,Urea,226.7,20.4,1299.9,67.2,1367.4,Low,0.0
Soybeans,1.87,55.8,14.9,37.9,5.89,None,0.0,23.6,869.1,71.3,-74.1,High,1.074
Soybeans,2.23,63.5,22.2,66.4,7.13,Organic,81.6,22.6,639.0,68.2,-76.5,High,1.076
Soybeans,2.29,89.5,49.5,48.6,5.51,NPK_15-15-15,66.0,27.6,387.8,51.1,153.4,High,0.847
Corn,2.06,80.5,35.5,43.9,6.74,Urea,468.5,29.8,898.9,77.9,4033.6,Low,0.0
Rice,2.52,70.8,29.3,50.6,5.79,Urea,325.3,22.9,1358.7,66.5,3461.6,Low,0.0
Rice,2.75,74.7,33.3,114.7,6.26,Organic,446.8,31.5,713.8,53.5,1351.2,Low,0.0
Rice,2.79,50.5,42.3,67.7,5.68,Urea,400.3,31.5,821.7,42.7,3449.1,Low,0.0
Corn,1.41,37.6,41.6,72.2,6.98,Urea,358.4,27.9,1203.6,72.3,3196.2,Low,0.0
Vegetables,1.97,93.2,33.9,40.6,5.81,NPK_15-15-15,200.3,20.8,969.3,90.0,604.5,Medium,0.396
Wheat,3.16,92.3,51.4,28.1,6.79,Urea,214.6,20.3,299.7,52.8,926.6,Medium,0.073
Rice,2.92,114.6,49.6,48.6,6.16,Ammonium Nitrate,206.8,19.3,884.6,67.0,2038.3,Low,0.0
Rice,1.1,55.2,41.2,93.8,6.32,Ammonium Nitrate,441.9,28.4,1379.3,78.3,4840.7,Low,0.0
Rice,2.48,92.3,35.8,71.7,6.5,NPK_15-15-15,294.3,17.2,837.1,49.8,1510.0,Low,0.0
Wheat,0.62,67.9,44.9,77.0,5.87,Organic,215.1,27.0,200.0,59.2,-41.7,High,1.042
Wheat,2.24,104.8,39.7,79.8,6.55,Urea,209.5,17.9,985.9,54.7,1005.6,Medium,0.0
Vegetables,3.72,100.5,50.9,53.2,7.47,Ammonium Nitrate,291.9,27.8,780.5,76.8,1840.3,Low,0.0
Wheat,1.44,80.3,48.5,92.8,5.86,None,0.0,23.6,209.8,80.9,83.1,High,0.917
Vegetables,1.53,66.5,19.7,52.3,7.22,NPK_15-15-15,208.7,30.4,262.3,66.9,444.5,Medium,0.556
Vegetables,2.81,99.0,18.7,93.1,7.45,NPK_15-15-15,171.3,29.4,1191.3,54.9,582.6,Medium,0.417
Corn,0.97,91.2,24.5,73.8,5.83,NPK_15-15-15,365.3,31.0,593.7,59.7,696.6,Medium,0.303
Vegetables,1.69,57.9,49.6,29.2,5.38,Urea,309.7,31.1,532.4,57.4,1741.8,Low,0.0
Corn,2.68,41.8,11.4,50.0,6.61,Urea,473.7,24.2,837.5,53.3,2603.6,Low,0.0
Soybeans,1.69,67.8,40.9,29.3,6.02,Organic,74.0,17.5,624.5,63.8,-144.3,High,1.144
Rice,2.01,112.9,40.4,88.3,7.71,Urea,253.4,18.0,885.0,71.9,2414.8,Low,0.0
Vegetables,2.8,103.7,52.4,64.5,6.42,Organic,219.3,12.6,779.0,70.9,201.8,High,0.798
Vegetables,2.54,47.2,37.7,20.4,5.84,Organic,243.8,17.9,430.0,64.9,268.5,High,0.732
Soybeans,2.41,45.8,14.9,72.5,5.6,None,0.0,23.9,671.1,65.7,19.2,High,0.981
Soybeans,1.93,106.9,20.6,54.3,7.16,None,0.0,20.6,1005.0,64.0,7.2,High,0.993
Rice,2.5,46.6,17.3,35.3,6.0,Ammonium Nitrate,319.5,22.6,864.7,49.4,2560.0,Low,0.0
Corn,2.1,87.7,26.9,98.6,6.43,NPK_15-15-15,246.5,26.1,821.3,66.9,662.3,Medium,0.338
Rice,2.57,59.6,32.3,67.1,7.07,NPK_15-15-15,327.6,21.9,1528.1,58.0,1868.5,Low,0.0
Corn,1.8,115.4,17.5,59.1,6.06,Ammonium Nitrate,204.0,17.7,1105.9,48.8,1136.6,Medium,0.0
Wheat,2.05,55.7,57.1,57.0,6.37,NPK_15-15-15,162.2,23.2,1148.4,69.4,402.5,Medium,0.598
Rice,1.41,103.6,15.1,34.7,6.39,NPK_15-15-15,302.7,18.8,791.9,57.7,1603.7,Low,0.0
Vegetables,2.17,79.6,55.2,38.9,6.88,NPK_15-15-15,338.2,22.1,927.1,67.7,749.7,Medium,0.25
Wheat,1.55,81.3,52.8,90.7,6.81,NPK_15-15-15,297.1,30.5,699.1,75.2,709.8,Medium,0.29
Soybeans,1.31,25.7,48.5,55.5,6.25,Organic,77.9,22.1,1122.1,53.6,-301.8,High,1.302
Corn,2.41,19.9,24.6,65.4,6.44,Ammonium Nitrate,386.3,32.7,811.4,66.1,2677.4,Low,0.0
Vegetables,2.37,69.5,40.1,24.1,6.14,Urea,172.9,30.9,927.8,43.3,1170.6,Medium,0.0
Vegetables,2.83,81.2,15.8,38.6,5.37,Organic,206.0,20.5,906.2,83.4,336.8,High,0.663
Wheat,1.86,46.9,48.7,77.2,6.58,None,0.0,17.7,843.6,48.7,25.5,High,0.974
Wheat,2.53,47.8,33.9,72.6,7.72,Urea,299.5,23.2,1878.4,58.8,2556.5,Low,0.0
Soybeans,2.64,89.0,28.9,100.1,5.78,Organic,93.2,29.5,616.7,81.1,-65.8,High,1.066
Corn,2.56,89.1,16.6,91.9,5.86,Urea,452.1,21.0,613.5,62.2,2039.1,Low,0.0
Wheat,1.54,71.6,5.0,60.4,5.79,Ammonium Nitrate,236.2,28.2,1092.9,50.6,1340.1,Low,0.0
Rice,2.32,94.5,19.4,74.5,6.91,Urea,339.5,29.8,641.7,73.6,3274.6,Low,0.0
Corn,2.49,45.6,51.7,58.7,6.71,NPK_15-15-15,233.5,19.5,748.0,73.3,641.5,Medium,0.358
Rice,2.21,66.1,29.0,106.1,6.29,NPK_15-15-15,157.6,20.0,469.8,57.4,1378.9,Low,0.0
Corn,0.53,116.2,32.5,88.0,5.76,Organic,474.9,27.2,1022.0,58.7,197.9,High,0.802
Corn,2.33,76.7,44.8,68.4,6.46,Urea,212.1,24.3,1026.5,59.8,1437.7,Low,0.0
Corn,3.97,78.2,62.1,69.0,5.3,Ammonium Nitrate,189.0,19.9,739.7,62.5,1068.8,Medium,0.0
Vegetables,1.91,132.6,54.9,93.9,6.5,NPK_15-15-15,167.9,21.7,1100.2,42.3,362.4,High,0.638
Wheat,1.62,40.0,20.4,76.6,7.01,Ammonium Nitrate,103.7,23.1,200.0,62.8,366.1,High,0.634
Vegetables,2.5,94.9,5.9,96.2,5.52,Urea,104.0,15.4,602.6,86.4,568.2,Medium,0.432
Rice,2.45,116.6,70.4,21.1,5.33,Ammonium Nitrate,318.0,27.5,790.5,54.2,2678.3,Low,0.0
Rice,3.15,66.9,69.0,74.2,7.51,Urea,344.0,21.0,439.7,58.0,2454.5,Low,0.0
Wheat,1.19,96.5,37.8,54.7,5.97,NPK_15-15-15,155.5,10.0,238.0,50.8,231.3,High,0.769
Rice,2.79,50.4,15.9,100.1,7.2,NPK_15-15-15,348.8,23.4,742.2,72.3,1793.3,Low,0.0
Corn,2.67,57.8,49.4,95.9,6.29,Urea,292.5,19.6,1092.9,79.4,2057.3,Low,0.0
Wheat,2.09,84.6,33.4,65.7,6.29,Ammonium Nitrate,246.3,32.3,1298.7,79.2,2473.1,Low,0.0
Corn,2.47,95.0,33.3,95.7,6.71,Urea,474.8,20.5,658.4,50.0,2113.3,Low,0.0
Wheat,3.02,103.0,48.4,100.7,5.78,NPK_15-15-15,174.6,17.8,1106.6,71.0,457.4,Medium,0.543
Wheat,2.9,114.2,40.0,66.5,6.49,Urea,136.3,26.1,1072.8,82.2,1180.3,Medium,0.0
Corn,1.29,73.3,17.2,114.4,6.13,Urea,328.4,20.1,1276.5,71.1,2196.2,Low,0.0
Corn,2.86,104.8,30.1,64.4,5.48,NPK_15-15-15,397.9,19.4,727.4,70.7,860.8,Medium,0.139
Soybeans,2.15,66.4,44.9,60.7,6.64,NPK_15-15-15,71.4,26.1,220.5,59.3,26.0,High,0.974
Wheat,2.26,97.6,42.7,82.3,6.22,Urea,179.7,18.1,874.6,67.6,970.6,Medium,0.029
Corn,2.26,80.2,38.9,57.9,6.29,NPK_15-15-15,299.9,15.9,495.2,79.8,547.9,Medium,0.452
Vegetables,2.08,86.1,49.0,66.7,5.55,Organic,344.0,32.5,596.8,68.9,310.3,High,0.69
Corn,3.15,85.6,29.6,93.2,7.51,Ammonium Nitrate,223.5,26.5,744.6,50.0,1171.2,Medium,0.0
Wheat,2.13,34.9,37.7,65.4,7.01,Ammonium Nitrate,101.9,22.1,731.4,59.5,544.4,Medium,0.456
Vegetables,1.3,46.9,5.0,31.1,7.07,NPK_15-15-15,305.4,23.5,899.5,79.5,735.8,Medium,0.264
Corn,1.89,77.6,28.3,72.3,6.19,Ammonium Nitrate,415.8,26.1,1096.1,68.9,2633.6,Low,0.0
Corn,2.34,32.8,46.5,51.1,5.19,NPK_15-15-15,435.3,28.6,721.3,66.4,1184.1,Medium,0.0
Corn,3.18,95.8,29.1,82.3,7.77,Urea,441.4,19.6,988.5,58.4,2393.1,Low,0.0
Rice,2.68,96.8,28.0,78.9,6.36,NPK_15-15-15,236.9,25.4,855.2,79.3,1728.4,Low,0.0
Corn,1.52,83.2,19.4,94.4,5.88,None,0.0,20.9,1177.4,84.9,165.6,High,0.834
Wheat,4.19,47.0,50.1,83.2,6.69,None,0.0,22.5,784.0,80.2,188.3,High,0.812
Corn,2.41,109.5,43.2,86.8,7.22,Ammonium Nitrate,433.0,24.3,822.4,82.3,2406.8,Low,0.0
Wheat,3.22,125.9,47.4,51.6,6.38,Urea,183.2,23.5,719.0,60.7,1104.5,Medium,0.0
Vegetables,2.08,78.7,9.1,81.1,7.3,Ammonium Nitrate,230.0,27.3,793.2,59.0,1173.5,Medium,0.0
Soybeans,2.63,87.8,32.6,104.4,7.16,Organic,25.5,26.0,575.8,63.1,-52.0,High,1.052
Wheat,2.87,80.0,30.8,51.2,5.65,NPK_15-15-15,123.6,15.7,541.1,65.5,282.8,High,0.717
Rice,3.17,88.3,30.8,101.0,5.93,Urea,265.5,16.4,1121.5,82.2,2657.4,Low,0.0
Wheat,3.05,72.0,25.8,54.0,7.07,Ammonium Nitrate,163.9,21.6,470.9,79.0,848.7,Medium,0.151
Wheat,2.9,74.1,29.8,48.0,4.5,Urea,167.8,33.0,738.3,71.5,1548.9,Low,0.0
Rice,1.95,97.6,47.7,70.9,6.3,Urea,271.0,19.1,1205.4,47.8,2597.9,Low,0.0
Corn,1.74,133.6,6.3,79.3,5.4,Organic,247.3,22.4,726.6,44.7,221.5,High,0.778
Vegetables,2.47,40.0,61.7,83.2,6.07,NPK_15-15-15,135.4,20.7,1140.1,67.9,390.5,High,0.61
Rice,2.95,72.4,42.3,45.8,6.19,Urea,246.4,20.6,643.1,75.6,2277.3,Low,0.0
Corn,2.02,45.5,34.4,73.7,6.15,Organic,308.4,24.4,482.1,64.0,253.9,High,0.746
Rice,3.05,114.8,48.6,51.3,6.01,NPK_15-15-15,330.7,30.8,291.8,88.0,1649.1,Low,0.0
Rice,3.36,60.3,13.2,35.2,5.63,Urea,431.9,25.9,1309.5,52.0,4004.2,Low,0.0
Soybeans,1.47,38.9,25.0,46.4,8.0,Organic,5.4,19.3,452.1,50.5,-38.9,High,1.039
Soybeans,1.53,91.0,33.2,50.0,7.71,Organic,40.3,37.8,1111.5,57.0,-162.9,High,1.163
Soybeans,2.09,118.6,55.5,75.4,5.59,Ammonium Nitrate,74.4,23.9,500.0,56.6,223.1,High,0.777
Corn,2.45,91.6,34.3,88.0,7.51,Urea,368.7,20.5,1311.1,71.3,2571.3,Low,0.0
Rice,1.78,80.1,41.8,35.5,6.12,Urea,444.6,30.8,1622.4,59.9,5930.6,Low,0.0
Wheat,3.28,85.2,26.2,72.0,6.49,Urea,231.9,21.1,259.7,46.4,991.5,Medium,0.008
Corn,2.54,110.4,42.3,41.5,6.36,Ammonium Nitrate,231.5,32.1,470.3,75.7,1336.0,Low,0.0
Rice,2.23,53.1,60.2,77.6,5.94,Urea,195.8,19.0,1120.6,43.9,2017.4,Low,0.0
Soybeans,1.05,72.2,49.9,52.5,7.09,NPK_15-15-15,20.2,30.9,1029.6,52.1,-302.3,High,1.302
